title,cuisine,ingredients,clean_ings_str,url,img_src
Impossible Coconut Pie,Desserts,"2 cups milk, ¾ cup white sugar, ½ cup baking mix, ¼ cup unsalted butter, softened, 4 large eggs, 1 ½ teaspoons vanilla extract, 1 cup flaked coconut (Optional)",cup milk white sugar baking mix unsalted butter softened egg teaspoon vanilla extract flaked coconut optional,https://www.allrecipes.com/recipe/12161/impossible-coconut-pie-i/,https://www.allrecipes.com/thmb/d_BIQusX_hgUY_zV4vcY90jAlFg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/260461-e11bb4ea892d408294b1e2a0c98be307.jpg
Ginataang Manok (Chicken Cooked in Coconut Milk),Cuisine,"3 tablespoons canola oil, ½ cup sliced fresh ginger, 1 (5 pound) whole chicken, cut into pieces,   salt and ground black pepper to taste, 2 (14 ounce) cans coconut milk, 1 (10 ounce) package frozen chopped spinach, thawed and drained",tablespoon canola oil ginger whole chicken cut piece salt ground black pepper can coconut milk spinach thawed drained,https://www.allrecipes.com/recipe/204821/ginataang-manok-chicken-cooked-in-coconut-milk/,https://www.allrecipes.com/thmb/YBQc8FKa9evv43ypRe_--oCIeZI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4506061-b07d5b44aa454bc98d0285ce5f8d435b.jpg
Coquito,Drinks Recipes,"1 (12 fluid ounce) can evaporated milk, 2 large egg yolks, beaten, 1 (14 ounce) can cream of coconut, 1 (14 ounce) can sweetened condensed milk, ½ cup white rum, ½ cup water, 1 teaspoon vanilla extract, ½ teaspoon ground cinnamon, ¼ teaspoon ground cloves",fluid evaporated milk egg yolk beaten cream coconut sweetened condensed milk white rum water vanilla extract ground cinnamon ground clove,https://www.allrecipes.com/recipe/44187/coquito/,https://www.allrecipes.com/thmb/J5Xqu5mA4P2Q68aThs74VJlQ30A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/44187-coquito-vat-4X3-1-8bf148c0ff1a4a5b88660a66c28aa05d.jpg
Maja Blanca,Cuisine,"2 cups thin coconut milk, 3 tablespoons white sugar",cup thin coconut milk tablespoon white sugar,https://www.allrecipes.com/recipe/221333/maja-blanca/,https://www.allrecipes.com/thmb/BeveLHwlgds1cVM7-2YJXXqrUsE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2790899-75b706ccb690440a817d00743d2a560e.jpg
Oatmeal Chocolate Coconut Chewy,Desserts,"1 cup butter, softened, 1 ¼ cups packed brown sugar, ½ cup white sugar, 2  eggs, 2 tablespoons milk, 2 teaspoons vanilla extract, 1 ¾ cups all-purpose flour, 1 teaspoon baking soda, ½ teaspoon salt (Optional), 3 cups rolled oats, 2 cups semisweet chocolate chips, 1 cup chopped walnuts (Optional), 1 cup shredded coconut",butter softened cup packed brown sugar white sugar egg tablespoon milk teaspoon vanilla extract cup purpose flour baking soda salt optional cup rolled oat cup semisweet chocolate chip walnut optional shredded coconut,https://www.allrecipes.com/recipe/10245/oatmeal-chocolate-coconut-chewy/,https://www.allrecipes.com/thmb/VXLXH5i5ZXeWVJFKuu128b7p8gA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4943704-440d093c8473498fb00fd2bb1a0ca8b9.jpg
Hello Dollies I,Desserts,"2 cups graham cracker crumbs, ¼ cup white sugar, ½ cup butter, melted, 1 cup semisweet chocolate chips, 1 cup flaked coconut, 1 cup chopped pecans, 1 (14 ounce) can sweetened condensed milk",cup graham cracker crumb white sugar butter melted semisweet chocolate chip flaked coconut pecan sweetened condensed milk,https://www.allrecipes.com/recipe/11259/hello-dollies-i/,https://www.allrecipes.com/thmb/LX7doRc_ewaHdb8j3hQ1qE-xo-Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/818163-8dc4a5a7b558434bb558ad3ea597bd60.jpg
Haystacks I,Desserts,"2 cups white sugar, ⅓ cup unsweetened cocoa powder, ½ cup milk, ½ cup butter, 3 ½ cups quick cooking oats, 1 cup flaked coconut, ½ cup chopped peanuts, 1 pinch salt",cup white sugar unsweetened cocoa powder milk butter cup quick cooking oat flaked coconut peanut salt,https://www.allrecipes.com/recipe/9891/haystacks-i/,https://www.allrecipes.com/thmb/IDlt1iHS0l7IdB-gKhcn_NdJx5M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9891-haystacks-i-vat-2119-4x3-1-52a2d546813743958c542b97e20881d1.jpg
Cream Cheese Fruit Salad,Salad,"1 (8 ounce) package cream cheese, ¼ cup white sugar, or to taste, 1 (12 ounce) container frozen whipped topping, thawed, 3  bananas, peeled and sliced, 1 (15.25 ounce) can crushed pineapple, drained, 1 (15.25 ounce) can fruit cocktail, drained, 1 large Jonagold apple, peeled and chopped, ½ cup sweetened flaked coconut, 1 (4 ounce) jar maraschino cherries, drained and halved (Optional), ½ cup chopped pecans (Optional), ½ cup golden raisins (Optional)",cream cheese white sugar whipped topping thawed banana peeled crushed pineapple drained fruit cocktail drained jonagold apple peeled sweetened flaked coconut maraschino cherry drained halved optional pecan optional golden raisin optional,https://www.allrecipes.com/recipe/137346/cream-cheese-fruit-salad/,https://www.allrecipes.com/thmb/Jxf9fOspeG37h-0Zn3YMPzwv25A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4463976-760a09d107f04bd3865cfa3554416523.jpg
Coconut Oil Popcorn,Appetizers and Snacks,"2 tablespoons coconut oil, ¼ cup unpopped popcorn,   sea salt to taste",tablespoon coconut oil unpopped popcorn sea salt,https://www.allrecipes.com/recipe/241449/coconut-oil-popcorn/,https://www.allrecipes.com/thmb/SJSbFVjT_x3KEA29mmX_VHd5_uQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3598265-58680f01b1c541af8721b76c7b40b1cf.jpg
Thirty Day Friendship Cake,Desserts,"  2 cups Friendship Fruit Starter, 1 (15 ounce) can sliced peaches with juice, 2 ½ cups white sugar, 1 (15 ounce) can pineapple chunks with juice, ½ cup white sugar, 2 (10 ounce) jars maraschino cherries, 2 ½ cups white sugar, 2 (18.25 ounce) packages yellow cake mix, 2 (3.4 ounce) packages instant vanilla pudding mix, 1 ⅓ cups vegetable oil, 8  eggs, 2 cups golden raisins, 2 cups chopped walnuts, 2 cups flaked coconut",cup friendship fruit starter peach juice cup white sugar pineapple chunk juice white sugar jar maraschino cherry cup white sugar package yellow cake mix package instant vanilla pudding mix cup vegetable oil egg cup golden raisin cup walnut cup flaked coconut,https://www.allrecipes.com/recipe/7900/thirty-day-friendship-cake/,https://www.allrecipes.com/thmb/yilbrwEezoW66RBh0JJAkM9anic=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1042293-f6bc5a40ee1d481b881bedae373e0458.jpg
Granola Bars,Appetizers and Snacks,"  cooking spray, 2 cups rolled oats, ½ cup shredded coconut, ½ cup honey, 2 tablespoons creamy peanut butter, 1 teaspoon vanilla extract, ⅛ teaspoon salt",cooking spray cup rolled oat shredded coconut honey tablespoon creamy peanut butter vanilla extract salt,https://www.allrecipes.com/recipe/223467/granola-bars/,https://www.allrecipes.com/thmb/JgqrNTiFmW2xT6jmf71_3eHcVOA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1038134-fbc534b471a34b0e9147c2fcbd281ed5.jpg
Earthquake Cake II,Desserts,"1 cup flaked coconut, 1 cup chopped pecans, 1 (18.25 ounce) package German chocolate cake mix, 1 (8 ounce) package cream cheese, 4 cups confectioners' sugar, ½ cup butter, 1 teaspoon vanilla extract",flaked coconut pecan german chocolate cake mix cream cheese cup confectioner sugar butter vanilla extract,https://www.allrecipes.com/recipe/8295/earthquake-cake-ii/,https://www.allrecipes.com/thmb/yGP1DFqCgaFW7tPHrpyanltLpyE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4103280-0ba7dfcaa1e244c7b44e24a82680a9d9.jpg
Coconut Jasmine Rice,Side Dish,"1 (14 ounce) can coconut milk, 1 ¼ cups water, 1 teaspoon white sugar, 1 pinch salt, 1 ½ cups jasmine rice",coconut milk cup water white sugar salt cup jasmine rice,https://www.allrecipes.com/recipe/238184/coconut-jasmine-rice/,https://www.allrecipes.com/thmb/zLaCSeQn5T8Vc4TB_9ZK8eWTSlM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8284095-coconut-jasmine-rice-Pasquale-4x3-1-c89e1cef73f3469c862b96bf09ee31aa.jpg
Umm Ali,Cuisine,"1 (17.25 ounce) package frozen puff pastry, thawed, 5 cups milk, 1 cup white sugar, 1 teaspoon vanilla extract, ¼ cup raisins, ¼ cup slivered almonds, ¼ cup pine nuts, ¼ cup chopped pistachio nuts, ¼ cup sweetened, flaked coconut",puff pastry thawed cup milk white sugar vanilla extract raisin slivered almond pine nut pistachio nut sweetened flaked coconut,https://www.allrecipes.com/recipe/73059/umm-ali/,https://www.allrecipes.com/thmb/0sXe7BLWU1JIRLWg5dQzAYOYgTw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/59549-ac2eee30fce94ee2b65f57c772f81f1a.jpg
Lamingtons,Desserts,"2 cups all-purpose flour, 4 teaspoons baking powder, ⅛ teaspoon salt, ½ cup butter, room temperature, ¾ cup white sugar, 1 teaspoon vanilla extract, 2  eggs, room temperature, ½ cup milk",cup purpose flour teaspoon baking powder salt butter room temperature white sugar vanilla extract egg room temperature milk,https://www.allrecipes.com/recipe/17201/lamingtons/,https://www.allrecipes.com/thmb/hwOE6PUgNo_uansFfPil09wvxr4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/344341-8d260fb21172455f8436413bf53fbb5e.jpg
Coconut Pecan Frosting II,Desserts,"1 cup evaporated milk, 1 cup white sugar, 3  egg yolks, ½ cup butter, 1 teaspoon vanilla extract, 1 ½ cups flaked coconut, 1 cup chopped pecans",evaporated milk white sugar egg yolk butter vanilla extract cup flaked coconut pecan,https://www.allrecipes.com/recipe/26014/coconut-pecan-frosting-ii/,https://www.allrecipes.com/thmb/u8Iaonw3w1kjf_ZD6-a1wO2qIJQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4502860-402b963e50a741c59b31bd245e873bc3.jpg
Bionicos (Mexican Fruit Bowls),Salad,"⅓ cup plain yogurt, ⅓ cup sweetened condensed milk, ⅓ cup Mexican crema, 1 teaspoon vanilla extract",plain yogurt sweetened condensed milk mexican crema vanilla extract,https://www.allrecipes.com/recipe/266532/bionicos-mexican-fruit-bowls/,https://www.allrecipes.com/thmb/xpWRKJ_gctaTRdWLpww7Y4TlpFk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5548704-bionicos-mexican-fruit-bowls-Yoly-4x3-1-4cbeb8c7d83543d7852d954f0ffa1615.jpg
Queen Elizabeth Cake I,Cuisine,"1 cup boiling water, 1 cup dates, pitted and chopped, ¼ cup butter, softened, 1 cup white sugar, 1  egg, 1 teaspoon vanilla extract, 1 ½ cups all-purpose flour, 1 teaspoon baking soda, 1 teaspoon baking powder, ½ teaspoon salt, ½ cup chopped walnuts, 1 cup flaked coconut, ⅔ cup packed brown sugar, 6 tablespoons butter, ¼ cup cream",boiling water date pitted butter softened white sugar egg vanilla extract cup purpose flour baking soda baking powder salt walnut flaked coconut packed brown sugar tablespoon butter cream,https://www.allrecipes.com/recipe/7666/queen-elizabeth-cake-i/,https://www.allrecipes.com/thmb/PYNFbpv-YPBnTlzVRhN98efWF9E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6748738-9188cfefea6f4bc7811b1ea6c77aae7f.jpg
Sweet Coconut Rice,Side Dish,"1 ½ cups long-grain white rice, 1 (14 ounce) can coconut milk, 1 ¼ cups water, 1 teaspoon white sugar, or more to taste, 1 tablespoon shredded coconut, or to taste (Optional)",cup long grain white rice coconut milk cup water white sugar shredded coconut optional,https://www.allrecipes.com/recipe/237021/sweet-coconut-rice/,https://www.allrecipes.com/thmb/3LmVEctbWeHFsrc1JzCUkp9ykGU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1114734-397cc72412144a889ade1894e2dd04c9.jpg
Coconut Pie,Desserts,"1 cup white sugar, 2 tablespoons all-purpose flour, ½ cup butter, 3  eggs, 1 teaspoon vanilla extract, 1 cup milk, 1 cup flaked coconut, 1 recipe pastry for a 9 inch single crust pie",white sugar tablespoon purpose flour butter egg vanilla extract milk flaked coconut recipe pastry inch single crust pie,https://www.allrecipes.com/recipe/12506/coconut-pie/,https://www.allrecipes.com/thmb/NPnAVlQNN2XdfuMSWUr_GFyZN6U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5071959-b29a5a595e5149d58f52bd81e07ee75b.jpg
Coconut Cream Pie I,Desserts,"1 (9 inch) pie shell, baked, 1 (5 ounce) package instant vanilla pudding mix, 1 ½ cups milk, 1 ½ cups flaked coconut, 1 (8 ounce) container frozen whipped topping, thawed",inch pie shell baked instant vanilla pudding mix cup milk cup flaked coconut whipped topping thawed,https://www.allrecipes.com/recipe/12110/coconut-cream-pie-i/,https://www.allrecipes.com/thmb/iQd0oHDjuDtX0ku38qcbhzjLC2g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1066271-0e5c14dffc68498f824273c6763999a8.jpg
Instant Pot Coconut Curry Chicken,Meat and Poultry,"1 tablespoon coconut oil, 1 medium onion, chopped, 3 tablespoons curry powder, or to taste, divided, 2 cloves garlic, chopped, 1 (14.5 ounce) can diced tomatoes, drained, 1 (8 ounce) can tomato sauce, ½ cup chicken broth, 2 tablespoons white sugar, 2 pounds chicken breasts,   salt to taste,   ground black pepper to taste, 1 (14 ounce) can coconut milk",coconut oil onion tablespoon curry powder divided clove garlic tomato drained tomato sauce chicken broth tablespoon white sugar pound chicken breast salt ground black pepper coconut milk,https://www.allrecipes.com/recipe/263511/instant-pot-coconut-curry-chicken/,https://www.allrecipes.com/thmb/r8Mqj_ybg9vUv6kiNf8XDWCqkhE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6795515-60a9d498fda24017bb6b84e63bf44daa.jpg
Coconut Lime Rice,Side Dish,"1 cup basmati rice, 1 tablespoon coconut oil, 1 teaspoon butter, ¼ cup flaked coconut, 1 cup coconut milk, 1 cup chicken broth,   salt, to taste, 1  lime, zested and juiced,   ground black pepper, to taste",basmati rice coconut oil butter flaked coconut coconut milk chicken broth salt lime zested juiced ground black pepper,https://www.allrecipes.com/recipe/202656/coconut-lime-rice/,https://www.allrecipes.com/thmb/MpasIhVWGvNpWWnL9jyoiMeKhZQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/385615-9da05b0ae96c4ac4bd9d3c74c0ff1e19.jpg
Coconut Rice,Side Dish,"2 ½ cups Basmati rice, 4 (10 ounce) cans coconut milk, 1 pinch salt",cup basmati rice can coconut milk salt,https://www.allrecipes.com/recipe/25346/coconut-rice/,https://www.allrecipes.com/thmb/pSblLYFzrtd6fsaxvBMz_Yw2HBM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/741136-b647fb3953fe4424984bc8c30ec5d569.jpg
Flan de Coco (Coconut Flan),Desserts,"1 ½ cups white sugar, 1 (14 ounce) can sweetened condensed milk, 1 (12 fluid ounce) can evaporated milk, ½ cup milk, 6  eggs, ½ cup fresh shredded coconut",cup white sugar sweetened condensed milk fluid evaporated milk milk egg shredded coconut,https://www.allrecipes.com/recipe/108362/flan-de-coco-coconut-flan/,https://www.allrecipes.com/thmb/Vue3tlJBu3S7gscwNw52H6d7OxA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8586690-flan-de-coco-coconut-flan-Maria-Victoria-Dajud-4x3-1-4563caeb0fd844e3b3f8279fa38999a2.jpg
Sweet Coconut Oatmeal,Breakfast and Brunch,"1 (14 ounce) can coconut milk, 1 cup rolled oats, 2 tablespoons honey, ¼ cup coconut flakes (Optional), 2 tablespoons brown sugar, or more to taste, 1 teaspoon ground cinnamon",coconut milk rolled oat tablespoon honey coconut flake optional tablespoon brown sugar ground cinnamon,https://www.allrecipes.com/recipe/245303/sweet-coconut-oatmeal/,https://www.allrecipes.com/thmb/8r8jAi-bvAAsZUqTgygIXP8eYTk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2786416-sweet-coconut-oatmeal-France-C-4x3-1-6db416f594384e0a9ecc5d6936a166d3.jpg
No Crust Coconut Pie,Desserts,"4  eggs, beaten, ¼ cup butter, ½ cup self-rising flour, 1 teaspoon vanilla extract, 1 ¾ cups white sugar, 2 cups milk, 7 ounces flaked coconut",egg beaten butter self rising flour vanilla extract cup white sugar cup milk ounce flaked coconut,https://www.allrecipes.com/recipe/12632/no-crust-coconut-pie/,https://www.allrecipes.com/thmb/dX9Km8ri2--PNMMV8hzxCJH7FNA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1319675-9fd883ea12d44906b43dbf1dd8db84a2.jpg
Coconut Coconut Milk Cake,Desserts,"2 cups white sugar, 1 cup butter, softened, 4  eggs, separated, 1 cup unsweetened shredded coconut, 2 cups all-purpose flour, 2 tablespoons baking powder, 1 teaspoon salt, 1 (14 ounce) can coconut milk",cup white sugar butter softened egg separated unsweetened shredded coconut cup purpose flour tablespoon baking powder salt coconut milk,https://www.allrecipes.com/recipe/237023/coconut-coconut-milk-cake/,https://www.allrecipes.com/thmb/vx7M0shn1DOfVQqStA4mkLHP2So=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9444924-8d6ac699eb4c4dad8df862f190a222ca.jpg
5 Cup Salad,Salad,"1 cup mini marshmallows, 1 cup shredded coconut, 1 cup drained mandarin oranges, 1 cup drained pineapple chunks, 1 cup sour cream",mini marshmallow shredded coconut drained mandarin orange drained pineapple chunk sour cream,https://www.allrecipes.com/recipe/230038/5-cup-salad/,https://www.allrecipes.com/thmb/3Tlyw9rPNyxEmgKLwlQGvewO_Qg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4503262-5-cup-salad-Becky-Evertz-4x3-1-9c28c8842c3248e89c9ae9a4375fa010.jpg
Creamy Coconut Milk Rice Pudding,Desserts,"3 cups water, 1 ½ cups basmati rice, 3 cups coconut milk, 1 ½ cups raw sugar, ½ teaspoon sea salt, 1 cup whole milk, 2  eggs, beaten, ¼ cup unsalted butter, 1 tablespoon vanilla extract, 2 teaspoons ground cinnamon, 1 teaspoon ground nutmeg, 1 (15 ounce) can sliced peaches, drained and chopped (Optional), 1 cup raisins, or more to taste (Optional)",cup water cup basmati rice cup coconut milk cup raw sugar sea salt whole milk egg beaten unsalted butter vanilla extract teaspoon ground cinnamon ground nutmeg peach drained optional raisin optional,https://www.allrecipes.com/recipe/234371/creamy-coconut-milk-rice-pudding/,https://www.allrecipes.com/thmb/9ePrUx_M053AC7Ikz5nZ5AL36TU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9059403-ada7fc1614174a7ba894e40ce8fa630a.jpg
Mango Bread,Breakfast and Brunch,"2 cups all-purpose flour, 2 teaspoons baking soda, 2 teaspoons ground cinnamon, ½ teaspoon salt, 3  eggs, ¾ cup softened butter, 1 ¼ cups white sugar, 1 teaspoon vanilla extract, 2 cups chopped mango, ½ cup shredded coconut, ¼ cup chopped walnuts",cup purpose flour teaspoon baking soda teaspoon ground cinnamon salt egg softened butter cup white sugar vanilla extract cup mango shredded coconut walnut,https://www.allrecipes.com/recipe/222325/mango-bread/,https://www.allrecipes.com/thmb/H15YTCrXi1G6N3BxrZn-KwVxdx4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1037285-mango-bread-mommyluvs2cook-4x3-1-0cdf59f269e347438e33a0294f7fca4a.jpg
Chewy Coconut Bibingka (Filipino Rice Cake),Cuisine,"1 (13.5 ounce) can coconut milk, 1 (14 ounce) can sweetened condensed milk, 1 stick butter, melted, 4  eggs, 2 (12 ounce) jars macapuno strings in heavy syrup, 2 ½ cups sweet rice flour (mochiko), 1 cup packed brown sugar, 1 tablespoon vanilla extract",coconut milk sweetened condensed milk stick butter melted egg jar macapuno string heavy syrup cup sweet rice flour mochiko packed brown sugar vanilla extract,https://www.allrecipes.com/recipe/269034/chewy-coconut-bibingka-filipino-rice-cake/,https://www.allrecipes.com/thmb/k9E08t1t_eCaXVoJy5VWp-JV-UA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1018324-5b884d48c97c4591998f96781c7f46d1.jpg
Ono Butter Mochi,Desserts,"1 pound mochiko (glutinous rice flour), 2 ½ cups white sugar, 1 teaspoon baking powder, ½ cup butter, melted, 3 cups whole milk, 5  eggs, 1 teaspoon vanilla extract, 1 cup sweetened, flaked coconut",mochiko glutinous rice flour cup white sugar baking powder butter melted cup whole milk egg vanilla extract sweetened flaked coconut,https://www.allrecipes.com/recipe/84857/ono-butter-mochi/,https://www.allrecipes.com/thmb/lFwmBy4jZYGL3HyfPHIfzgsfvUk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3694797-6ad240b6ea94410b9c473c2839b92b91.jpg
Swedish Chocolate Balls (or Coconut Balls),Cuisine,"4 cups regular rolled oats , 1 ¼ cups white sugar, ½ cup unsweetened cocoa powder, 1 cup butter or margarine, softened, 2 tablespoons strong coffee, 1 teaspoon vanilla extract, 2 (1 ounce) squares unsweetened baking chocolate, melted, ⅓ cup coconut flakes",cup regular rolled oat cup white sugar unsweetened cocoa powder butter margarine softened tablespoon strong coffee vanilla extract square unsweetened baking chocolate melted coconut flake,https://www.allrecipes.com/recipe/150106/swedish-chocolate-balls-or-coconut-balls/,https://www.allrecipes.com/thmb/RdcD9z5PBFWwOOCfgJYw-YsEN48=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1878596-4d7c9043ccd54422acafbb9271b5da9f.jpg
Willard Family German Chocolate Cake,Desserts,"1 (4 ounce) package sweet baking chocolate (such as Baker's German's Sweet Chocolate®) - broken into pieces, ½ cup boiling water, 1 cup margarine, softened, 2 cups white sugar, 4  eggs, separated, 1 teaspoon vanilla extract, 2 ½ cups sifted all purpose flour, 1 teaspoon baking soda, ½ teaspoon salt, 1 cup buttermilk, 1 cup evaporated milk, 1 cup white sugar, 3  egg yolks, ¼ cup margarine, 1 teaspoon vanilla extract, 1 ⅓ cups sweetened flake coconut, 1 cup chopped pecans",sweet baking chocolate baker german sweet chocolate broken piece boiling water margarine softened cup white sugar egg separated vanilla extract cup sifted purpose flour baking soda salt buttermilk evaporated milk white sugar egg yolk margarine vanilla extract cup sweetened flake coconut pecan,https://www.allrecipes.com/recipe/219065/willard-family-german-chocolate-cake/,https://www.allrecipes.com/thmb/gu3EQEmVzx-GgKlbwyv-QMifJlA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4522230-willard-family-german-chocolate-cake-Rhonda-W.-Scott-4x3-1-2d431f87fded45f39a3b1952be9cb044.jpg
Coconut Cream Pound Cake,Desserts,"1 cup butter, softened, 1 (8 ounce) package cream cheese, softened, 3 cups white sugar, 6  eggs, 1 teaspoon coconut extract, 3 cups all-purpose flour, ½ teaspoon baking powder, 2 cups flaked coconut",butter softened cream cheese softened cup white sugar egg coconut extract cup purpose flour baking powder cup flaked coconut,https://www.allrecipes.com/recipe/71003/coconut-cream-pound-cake/,https://www.allrecipes.com/thmb/Mui40EY45M-qk51DbTdWMYNqk5U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4538939-63b5e75548ad45589dd52537512a9b30.jpg
No-Bake Chocolate-Oatmeal Drop Cookies,Desserts,"½ cup milk, 2 cups white sugar, ½ cup butter, ½ cup cocoa powder , 3 cups quick oats, ½ cup shredded coconut, ½ cup peanut butter, 1 teaspoon vanilla extract",milk cup white sugar butter cocoa powder cup quick oat shredded coconut peanut butter vanilla extract,https://www.allrecipes.com/recipe/274285/no-bake-chocolate-oatmeal-drop-cookies/,https://www.allrecipes.com/thmb/NIXa9hDqD3Kng4gYvqd9rJUOfFw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9426027-48d722f8dd4a469fba111b8823cdbdc8.jpg
